t_ms,ax_ms2,ay_ms2,az_ms2,a_total_ms2,gx_dps,gy_dps,gz_dps
1556604.0,0.745,5.986,7.673,9.76,0.664,3.855,0.695
1556656.0,0.62,5.959,7.712,9.766,-3.771,4.321,0.802
1556708.0,0.63,5.856,7.604,9.618,2.771,3.885,0.824
1556760.0,0.625,5.748,7.645,9.585,-4.008,6.008,-1.725
1556812.0,0.745,6.148,7.719,9.896,2.366,1.084,-0.229
1556864.0,0.749,6.012,7.86,9.924,-2.366,4.84,-0.023
1556916.0,0.723,6.12,7.877,10.001,1.252,3.275,1.191
1556968.0,0.582,5.902,7.736,9.747,-3.366,5.092,0.756
1557020.0,0.73,5.916,7.673,9.717,-2.733,0.336,1.573
1557072.0,0.725,5.962,7.654,9.729,-4.473,2.382,-0.229
1557124.0,0.845,5.892,7.59,9.645,-2.435,3.84,-0.153
1557176.0,0.816,5.856,7.712,9.718,-2.519,5.198,-0.359
1557228.0,1.03,5.935,7.673,9.755,-9.069,7.237,-5.137
1557280.0,1.008,5.107,7.877,9.441,-39.71,20.397,-42.076
1557332.0,1.41,4.882,8.629,10.014,-64.053,4.282,-26.885
1557384.0,1.228,6.342,8.224,10.458,-70.061,50.557,-51.939
1557436.0,-0.309,5.006,8.37,9.758,-78.641,99.679,-81.542
1557488.0,-1.353,3.345,9.548,10.207,-103.885,88.321,-59.069
1557540.0,-2.03,2.919,8.475,9.191,-96.176,116.038,-55.534
1557592.0,-3.845,1.053,8.27,9.18,-137.702,110.137,-62.267
1557644.0,-4.657,0.455,7.209,8.594,-108.275,130.939,-46.557
1557696.0,-5.09,-0.654,6.036,7.923,-113.504,159.908,-38.366
1557748.0,-6.563,-1.686,4.482,8.124,-157.924,166.053,-50.473
1557805.0,-9.177,-4.317,6.498,12.045,-78.534,99.473,-12.008
1557857.0,-9.021,-5.607,5.657,12.035,-35.733,63.336,-13.924
1557909.0,-8.428,-3.584,4.848,10.362,-29.298,35.137,-14.634
1557961.0,-8.432,-3.247,4.065,9.908,-2.229,23.664,4.145
1558013.0,-9.096,-4.554,4.489,11.118,-2.878,12.771,7.603
1558065.0,-8.174,-4.424,3.967,10.106,-4.023,7.305,3.366
1558117.0,-8.157,-3.658,3.938,9.769,-2.58,9.534,-4.275
1558169.0,-8.298,-3.8,4.096,10.004,0.87,8.733,1.947
1558221.0,-8.159,-4.077,3.903,9.921,-9.924,0.84,4.298
1558273.0,-8.035,-4.195,3.67,9.779,-2.275,2.924,4.29
1558325.0,-8.193,-4.707,3.57,10.101,-5.611,6.168,1.939
1558377.0,-8.126,-4.08,3.634,9.792,-10.458,2.038,-0.542
1558429.0,-8.179,-3.802,3.836,9.801,-0.947,1.214,5.725
1558481.0,-8.059,-4.041,3.716,9.751,-2.573,7.29,1.107
1558533.0,-8.076,-3.8,3.855,9.722,-6.962,2.351,3.611
1558585.0,-8.028,-4.015,3.689,9.705,0.855,7.702,2.038
1558637.0,-8.26,-3.989,3.845,9.946,-7.023,4.099,1.809
1558689.0,-8.085,-4.07,3.536,9.718,-1.038,4.519,4.061
1558741.0,-8.047,-3.824,3.61,9.613,-6.901,3.679,-1.382
1558793.0,-8.104,-3.974,3.402,9.646,-1.298,5.084,3.802
1558845.0,-8.198,-4.173,3.381,9.8,-3.252,5.366,5.809
1558897.0,-8.181,-3.984,3.522,9.757,-7.107,6.985,-1.756
1558949.0,-8.349,-4.039,3.824,10.032,0.397,5.321,4.885
1559001.0,-8.121,-3.812,3.618,9.673,-2.26,7.229,-1.008
1559053.0,-8.157,-3.831,3.615,9.71,-3.107,4.29,3.733
1559105.0,-8.31,-3.965,3.682,9.917,-0.313,5.229,2.023
1559157.0,-8.315,-3.891,3.642,9.876,-5.145,6.672,-1.237
1559209.0,-8.179,-3.905,3.476,9.707,-0.672,2.679,4.84
1559261.0,-8.109,-4.032,3.366,9.662,-8.313,3.374,1.534
1559313.0,-8.181,-3.903,3.436,9.693,-2.183,4.969,3.947
1559365.0,-8.289,-3.984,3.644,9.892,-4.87,6.878,1.603
1559417.0,-8.341,-3.888,3.67,9.908,-2.0,4.038,0.221
1559469.0,-8.375,-3.922,3.567,9.912,-1.893,5.908,0.817
1559521.0,-8.31,-3.812,3.663,9.849,-5.031,3.58,0.244
1559573.0,-8.38,-3.948,3.606,9.94,-0.145,4.634,2.649
1559625.0,-8.195,-3.915,3.445,9.714,-6.145,5.969,-2.122
1559677.0,-8.286,-3.852,3.61,9.825,-3.405,0.626,1.069
1559729.0,-8.26,-3.821,3.481,9.744,-2.931,5.595,0.878
1559781.0,-8.143,-3.989,3.366,9.672,-4.069,4.802,0.443
1559838.0,-8.265,-3.867,3.584,9.803,-0.527,3.145,1.534
1559890.0,-8.14,-4.005,3.385,9.683,-2.504,5.069,-0.099
1559942.0,-8.317,-3.871,3.524,9.828,0.076,3.962,2.053
1559994.0,-8.009,-3.888,3.237,9.473,2.702,4.718,2.611
1560046.0,-8.255,-4.106,3.639,9.912,-0.817,4.145,2.687
1560098.0,-8.2,-3.915,3.5,9.737,2.542,5.962,1.885
1560150.0,-8.526,-3.869,3.826,10.114,-3.779,4.015,3.893
1560202.0,-8.389,-3.982,3.582,9.953,-4.489,5.321,0.237
1560254.0,-8.217,-3.764,3.393,9.654,-2.626,3.267,1.153
1560306.0,-8.296,-3.857,3.584,9.826,-0.328,4.985,0.321
1560358.0,-8.356,-3.594,3.555,9.766,-3.969,4.924,-3.305
1560410.0,-8.286,-4.25,3.527,9.958,-2.42,3.481,2.496
1560462.0,-8.466,-4.022,3.587,10.036,1.672,4.252,-2.298
1560514.0,-8.373,-3.85,3.524,9.866,-2.099,5.29,-2.061
1560566.0,-8.126,-3.857,3.508,9.655,0.802,3.916,0.847
1560618.0,-8.205,-3.797,3.424,9.668,0.481,2.359,-0.405
1560670.0,-8.191,-3.886,3.436,9.695,-0.779,3.252,1.42
1560722.0,-8.327,-3.807,3.689,9.871,0.137,5.374,0.443
1560774.0,-8.26,-4.02,3.515,9.836,-1.198,4.794,0.397
1560826.0,-8.291,-3.905,3.625,9.855,0.534,5.176,1.099
1560878.0,-8.274,-3.685,3.63,9.758,-1.16,4.053,1.42
1560930.0,-8.126,-3.972,3.433,9.674,-1.26,3.908,1.702
1560982.0,-8.253,-3.9,3.701,9.85,1.061,4.588,1.229
1561034.0,-8.183,-3.931,3.522,9.738,0.008,5.076,0.084
1561086.0,-8.284,-3.991,3.579,9.867,-1.015,3.656,1.992
1561138.0,-8.358,-3.8,3.709,9.902,-0.947,5.908,1.351
1561190.0,-8.224,-3.886,3.505,9.748,-3.466,4.824,-0.901
1561242.0,-8.351,-4.029,3.658,9.968,-2.053,4.84,2.038
1561294.0,-8.2,-4.003,3.531,9.785,-0.473,5.603,-0.84
1561346.0,-8.25,-3.821,3.498,9.742,2.176,5.351,0.244
1561398.0,-8.31,-3.785,3.733,9.865,-2.344,1.427,1.489
1561450.0,-8.076,-3.752,3.448,9.549,-0.916,5.847,-1.069
1561503.0,-8.37,-3.982,3.541,9.922,-2.137,5.168,1.107
1561555.0,-8.346,-3.898,3.646,9.907,-3.183,4.618,-2.687
1561608.0,-8.272,-3.795,3.546,9.767,2.74,3.015,1.344
1561660.0,-8.1,-3.847,3.438,9.603,-3.481,3.16,0.672
1561712.0,-8.224,-3.859,3.503,9.737,-0.969,5.496,0.908
1561764.0,-8.207,-3.754,3.596,9.715,-1.733,6.863,0.718
1561816.0,-8.222,-3.804,3.579,9.741,0.0,6.603,-0.191
1561873.0,-8.291,-3.668,3.735,9.805,-2.221,7.26,1.542
1561925.0,-8.363,-4.113,3.819,10.072,-2.458,5.122,-0.344
1561977.0,-8.444,-3.938,3.637,10.002,-0.992,5.374,2.435
1562029.0,-8.313,-3.982,3.572,9.885,-6.282,0.954,-1.198
1562082.0,-8.301,-3.883,3.522,9.818,1.145,3.42,1.618
1562134.0,-8.212,-4.008,3.335,9.728,-0.687,4.473,1.229
1562186.0,-8.171,-3.879,3.498,9.698,-4.267,6.29,0.527
1562238.0,-8.191,-3.809,3.476,9.679,1.275,5.649,-0.092
1562290.0,-8.353,-3.97,3.675,9.952,-0.733,5.305,-0.092
1562343.0,-8.365,-3.903,3.67,9.934,0.511,4.466,2.458
1562395.0,-8.179,-3.946,3.598,9.768,-1.29,3.16,-2.214
1562447.0,-8.267,-3.915,3.5,9.794,-0.16,2.336,1.519
1562499.0,-8.011,-3.689,3.282,9.411,-0.763,6.214,-0.29
1562551.0,-8.43,-3.795,3.634,9.933,-2.366,4.206,1.824
1562603.0,-8.186,-3.974,3.536,9.763,1.031,9.313,-1.282
1562655.0,-8.377,-3.979,3.632,9.96,-0.687,1.985,0.977
1562707.0,-8.373,-3.91,3.8,9.991,3.557,4.779,3.099
1562759.0,-8.217,-4.166,3.484,9.849,2.122,1.122,-0.076
1562811.0,-8.313,-3.785,3.675,9.846,1.13,3.412,-0.183
1562863.0,-8.294,-3.994,3.668,9.909,5.13,0.29,2.008
1562915.0,-8.116,-4.034,3.498,9.715,1.336,2.466,-1.145
1562967.0,-7.973,-4.269,3.318,9.633,19.122,8.023,-2.771
1563019.0,-8.313,-4.125,3.761,10.013,23.626,1.473,-4.473
